Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
PITPNM1		11	10	1.0%	No
TTC37		10	10	1.0%	No
MARF1		10	10	1.0%	No
ARHGAP32		11	10	1.0%	No
KMT2B		10	10	1.0%	Yes
ELMO1		10	10	1.0%	No
TBC1D4		11	10	1.0%	No
DENND4B		10	10	1.0%	No
SH2D3C		10	10	1.0%	No
SMC4		12	10	1.0%	No
PTPRU		11	10	1.0%	No
ATP9A		11	10	1.0%	No
ARFGEF2		10	10	1.0%	No
SLC12A7		10	10	1.0%	No
ADAMTS8		10	10	1.0%	No
CIT		10	10	1.0%	No
CEP250		12	10	1.0%	No
PLEKHA6		10	10	1.0%	No
SBNO2		11	10	1.0%	No
PCNX1		10	10	1.0%	No
KIF21B		11	10	1.0%	No
KIF1B		11	10	1.0%	No
ATP10B		10	10	1.0%	No
GPATCH8		10	10	1.0%	No
KDM6B		10	10	1.0%	No
ZZEF1		13	10	1.0%	No
STAB1		14	10	1.0%	No
DIP2A		10	10	1.0%	No
SULF1		10	10	1.0%	No
ANKS1A		10	10	1.0%	No
NCAPD3		10	10	1.0%	No
SYNM		10	10	1.0%	No
JADE2		10	10	1.0%	No
TMEM131		10	10	1.0%	No
LRRC8B		10	10	1.0%	No
CABIN1		10	10	1.0%	No
RABGAP1		10	10	1.0%	No
PTPN23		10	10	1.0%	No
C2CD3		10	10	1.0%	No
SETBP1		11	10	1.0%	Yes
C10ORF12		10	10	1.0%	No
INTS1		10	10	1.0%	No
OR5L2		10	10	1.0%	No
MYEOV		11	10	1.0%	No
NBEA		10	10	1.0%	No
ATAD2		10	10	1.0%	No
NOX3		10	10	1.0%	No
SRRT		10	10	1.0%	No
BCL11A		13	10	1.0%	Yes
PCDH18		11	10	1.0%	No
CDHR2		11	10	1.0%	No
CC2D1A		12	10	1.0%	No
RNF31		10	10	1.0%	No
ATG2B		10	10	1.0%	No
CEP192		12	10	1.0%	No
SOX6		10	10	1.0%	No
AMBRA1		12	10	1.0%	No
SLF2		10	10	1.0%	No
PCDHGA2		10	10	1.0%	No
PCDHB4		10	10	1.0%	No
PCDHA7		10	10	1.0%	No
PCDHA5		13	10	1.0%	No
SUSD2		11	10	1.0%	No
ZNF253		18	10	1.0%	No
ANKS1B		11	10	1.0%	No
TRPC7		10	10	1.0%	No
RALGAPA2		13	10	1.0%	No
ATP8B2		11	10	1.0%	No
PLEKHG5		10	10	1.0%	No
ALPK3		10	10	1.0%	No
ARHGAP21		10	10	1.0%	No
PITPNM2		12	10	1.0%	No
JCAD		12	10	1.0%	No
DIP2B		10	10	1.0%	No
ISLR2		11	10	1.0%	No
TSHZ3		10	10	1.0%	No
SHROOM3		11	10	1.0%	No
DPP10		10	10	1.0%	No
PHRF1		13	10	1.0%	No
LGR6		11	10	1.0%	No
HEATR6		11	10	1.0%	No
XYLT1		10	10	1.0%	No
NSD1		12	10	1.0%	Yes
XPO4		10	10	1.0%	No
CARD14		10	10	1.0%	No
PALB2		10	10	1.0%	Yes
TRPM3		10	10	1.0%	No
COL18A1		10	10	1.0%	No
COL21A1		11	10	1.0%	No
NLRC5		11	10	1.0%	No
FBF1		11	10	1.0%	No
ITPRIP		10	10	1.0%	No
PLCZ1		10	10	1.0%	No
DNER		10	10	1.0%	No
HELB		11	10	1.0%	No
SLITRK1		10	10	1.0%	No
CCDC85A		10	10	1.0%	No
ARAP1		10	10	1.0%	No
BTBD11		10	10	1.0%	No
WDR81		10	10	1.0%	No
CRYBG3		12	10	1.0%	No
WDR66		11	10	1.0%	No
ZNF681		15	10	1.0%	No
ANKRD35		11	10	1.0%	No
PLEKHG4B		10	10	1.0%	No
KIAA2026		10	10	1.0%	No
ZNF676		11	10	1.0%	No
ADGRF3		10	10	1.0%	No
ADGRA3		10	10	1.0%	No
ADAMTS19		10	10	1.0%	No
SPAG17		10	10	1.0%	No
UNC13D		10	10	1.0%	No
CMYA5		11	10	1.0%	No
UNC5B		10	10	1.0%	No
ADGRF4		10	10	1.0%	No
FAM83B		11	10	1.0%	No
RALGAPA1		11	10	1.0%	No
COL24A1		13	10	1.0%	No
EML3		10	10	1.0%	No
BCL9L		12	10	1.0%	Yes
KSR2		10	10	1.0%	Yes
ZNF493		17	10	1.0%	No
KRTAP13-3		21	10	1.0%	No
NLRP10		10	10	1.0%	No
LRRC66		10	10	1.0%	No
FMN1		10	10	1.0%	No
LRRTM1		10	10	1.0%	No
EFCAB5		10	10	1.0%	No
ZNF568		10	10	1.0%	No
CCDC88C		12	10	1.0%	No
GPR179		13	10	1.0%	No
KPRP		10	10	1.0%	No
TMPPE		10	10	1.0%	No
ABCA2		10	9	0.9%	No
ACACA		10	9	0.9%	No
ADCY5		10	9	0.9%	No
ADCY9		10	9	0.9%	No
ADD2		9	9	0.9%	No
BDKRB1		9	9	0.9%	No
C9		9	9	0.9%	No
CCKBR		9	9	0.9%	No
CD1A		9	9	0.9%	No
CDH1		9	9	0.9%	Yes
CDH4		9	9	0.9%	No
CDH18		9	9	0.9%	No
CENPE		9	9	0.9%	No
CHRM2		9	9	0.9%	No
CLCNKB		9	9	0.9%	No
COL6A2		10	9	0.9%	No
CR2		9	9	0.9%	No
DSCAM		10	9	0.9%	No
DSG2		9	9	0.9%	No
EEF2		9	9	0.9%	No
EP300		11	9	0.9%	Yes
ERBB2		10	9	0.9%	Yes
ERBB4		9	9	0.9%	Yes
EVPL		14	9	0.9%	No
F13B		10	9	0.9%	No
FGFR3		9	9	0.9%	Yes
GP5		9	9	0.9%	No
GPR17		9	9	0.9%	No
GRID1		10	9	0.9%	No
GRIK3		9	9	0.9%	No
ARHGAP35		10	9	0.9%	Yes
GTF3C1		11	9	0.9%	No
NCKAP1L		9	9	0.9%	No
HNRNPH1		9	9	0.9%	No
TNC		10	9	0.9%	No
IDH1		9	9	0.9%	Yes
IGF1R		10	9	0.9%	Yes
INPPL1		11	9	0.9%	Yes
ITGA2		9	9	0.9%	No
ITGA3		9	9	0.9%	No
ITGB5		9	9	0.9%	No
ITIH2		9	9	0.9%	No
ITPKB		9	9	0.9%	No
KCNB1		10	9	0.9%	No
KCNH2		9	9	0.9%	No
KDR		12	9	0.9%	Yes
KIF5A		9	9	0.9%	No
KIF11		9	9	0.9%	No
KRT15		9	9	0.9%	No
L1CAM		9	9	0.9%	No
AFF3		12	9	0.9%	Yes
LIFR		12	9	0.9%	Yes
LIG1		10	9	0.9%	No
LIG4		10	9	0.9%	No
LTF		9	9	0.9%	No
LY9		9	9	0.9%	No
MAP2		9	9	0.9%	No
MBD1		10	9	0.9%	No
MAP3K1		11	9	0.9%	Yes
MYT1		9	9	0.9%	No
NELL2		9	9	0.9%	No
NFATC1		10	9	0.9%	No
NOTCH4		9	9	0.9%	Yes
P2RY4		9	9	0.9%	No
PCDH9		10	9	0.9%	No
PCSK2		9	9	0.9%	No
PHF2		10	9	0.9%	No
PIK3CD		10	9	0.9%	Yes
PLCG1		11	9	0.9%	Yes
EXOSC10		9	9	0.9%	No
PSG11		13	9	0.9%	No
PTCH1		10	9	0.9%	Yes
PTPN14		9	9	0.9%	No
PTPRB		11	9	0.9%	Yes
PTPRN		9	9	0.9%	No
PTPRS		13	9	0.9%	Yes
CLIP1		9	9	0.9%	Yes
SIM1		9	9	0.9%	No
SREBF2		9	9	0.9%	No
SSTR4		9	9	0.9%	No
STAT4		9	9	0.9%	Yes
CNTN2		9	9	0.9%	No
TBX3		9	9	0.9%	Yes
THBS4		9	9	0.9%	No
TLE1		9	9	0.9%	No
TLL1		9	9	0.9%	No
TLR5		9	9	0.9%	No
TRAPPC10		9	9	0.9%	No
TP53BP1		10	9	0.9%	Yes
TPTE		12	9	0.9%	No
TTC3		9	9	0.9%	No
ZNF28		11	9	0.9%	No
ZNF43		12	9	0.9%	No
ZNF85		14	9	0.9%	No
ZNF236		10	9	0.9%	No
PXDN		9	9	0.9%	No
MOGS		9	9	0.9%	No
NUP214		11	9	0.9%	Yes
SYMPK		9	9	0.9%	No
NRIP1		9	9	0.9%	No
BCAR3		9	9	0.9%	No
RASAL1		10	9	0.9%	No
DYRK2		9	9	0.9%	No
CDK13		9	9	0.9%	No
TP63		9	9	0.9%	Yes
ABCB11		9	9	0.9%	No
ADAM19		9	9	0.9%	No
ADAM18		9	9	0.9%	No
KSR1		9	9	0.9%	No
PER2		9	9	0.9%	No
MTMR3		9	9	0.9%	No
BAZ1B		10	9	0.9%	No
PIGQ		9	9	0.9%	No
TBX18		9	9	0.9%	No
PIWIL1		10	9	0.9%	No
TJP2		9	9	0.9%	No
DDX23		10	9	0.9%	No
SLC4A7		9	9	0.9%	No
ADAMTS1		9	9	0.9%	No
NR1D1		9	9	0.9%	No
SH3PXD2A		9	9	0.9%	No
ZNF516		9	9	0.9%	No
DHX34		9	9	0.9%	No
ECE2		9	9	0.9%	No
STARD8		9	9	0.9%	No
KEAP1		9	9	0.9%	Yes
ARHGEF17		11	9	0.9%	No
ZEB2		9	9	0.9%	No
MED24		10	9	0.9%	No
ARHGAP25		9	9	0.9%	No
DLEC1		9	9	0.9%	No
PPP4R1		9	9	0.9%	No
DPP3		9	9	0.9%	No
EDIL3		9	9	0.9%	No
IKZF1		9	9	0.9%	Yes
ABCA8		10	9	0.9%	No
TUBGCP3		9	9	0.9%	No
ALDH1L1		9	9	0.9%	No
POLR3A		9	9	0.9%	No
SUPT16H		9	9	0.9%	No
FZD10		9	9	0.9%	No
CD93		9	9	0.9%	No
PDCD11		11	9	0.9%	Yes
MYT1L		9	9	0.9%	No
NCOA6		10	9	0.9%	No
ZNF609		10	9	0.9%	No
TNRC6B		9	9	0.9%	No
ATG2A		11	9	0.9%	No
MAST2		9	9	0.9%	No
ZC3H4		11	9	0.9%	No
MCF2L		10	9	0.9%	No
UBR2		9	9	0.9%	No
FKBP15		10	9	0.9%	No
DMXL2		10	9	0.9%	No
PPP1R13B		10	9	0.9%	No
ARHGEF18		10	9	0.9%	No
TNS2		13	9	0.9%	No
SIK3		10	9	0.9%	No
MED13L		11	9	0.9%	No
ECPAS		9	9	0.9%	No
ABCA5		11	9	0.9%	No
TFIP11		10	9	0.9%	No
PLEKHG3		11	9	0.9%	No
GAPVD1		9	9	0.9%	No
KIF26A		10	9	0.9%	No
IFT172		10	9	0.9%	No
KCNG2		9	9	0.9%	No
MYOF		11	9	0.9%	No
FHOD1		9	9	0.9%	No
CTNNA3		9	9	0.9%	No
NPC1L1		11	9	0.9%	No
EEF2K		9	9	0.9%	No
ITSN2		9	9	0.9%	No
VILL		9	9	0.9%	No
NTM		9	9	0.9%	No
TRIM33		9	9	0.9%	Yes
KCNK10		9	9	0.9%	No
XRN1		9	9	0.9%	No
EPB41L4B		9	9	0.9%	No
IL17RD		9	9	0.9%	No
BNC2		10	9	0.9%	No
ULK4		9	9	0.9%	No
HEATR1		10	9	0.9%	No
DDX60		9	9	0.9%	No
IWS1		9	9	0.9%	No
ATF7IP		11	9	0.9%	No
CDK5RAP2		9	9	0.9%	No
IFT122		11	9	0.9%	No
BDP1		9	9	0.9%	No
PCDHGB6		9	9	0.9%	No
PCDHGA10		9	9	0.9%	No
PCDHGA7		9	9	0.9%	No
PCDHGA3		10	9	0.9%	No
PCDHB15		10	9	0.9%	No
PCDHA6		9	9	0.9%	No
ANKRD50		10	9	0.9%	No
CEMIP		9	9	0.9%	No
SLC12A5		9	9	0.9%	No
ARHGAP31		9	9	0.9%	No
KCNT1		10	9	0.9%	No
FNIP2		9	9	0.9%	No
ZNF492		12	9	0.9%	No
ZFAT		11	9	0.9%	No
COL20A1		9	9	0.9%	No
NCKAP5L		12	9	0.9%	No
ZFYVE28		11	9	0.9%	No
PRDM16		10	9	0.9%	Yes
PRDM14		9	9	0.9%	Yes
NPAS3		9	9	0.9%	No
ABCG4		10	9	0.9%	No
TNS3		9	9	0.9%	No
EFCAB6		11	9	0.9%	No
INTS3		9	9	0.9%	No
E2F8		9	9	0.9%	No
KIAA0319L		9	9	0.9%	No
CHD9		10	9	0.9%	No
TET1		9	9	0.9%	Yes
TAS1R2		9	9	0.9%	No
OR4A15		9	9	0.9%	No
RSPH6A		9	9	0.9%	No
ADAMTS10		11	9	0.9%	No
SBF2		9	9	0.9%	No
ZNF611		13	9	0.9%	No
ZNF93		12	9	0.9%	No
SPATA16		9	9	0.9%	No
KIRREL2		9	9	0.9%	No
MYCBPAP		9	9	0.9%	No
ZIC4		9	9	0.9%	No
ZNRF3		9	9	0.9%	Yes
MINDY4		9	9	0.9%	No
ADGRA1		11	9	0.9%	No
DOT1L		9	9	0.9%	Yes
FAM120B		9	9	0.9%	No
MYPN		9	9	0.9%	No
SFT2D3		9	9	0.9%	No
PTPN5		9	9	0.9%	No
ABCC11		10	9	0.9%	No
SNORD14D		9	9	0.9%	No
UBE3B		10	9	0.9%	No
PAPLN		10	9	0.9%	No
ZNF486		10	9	0.9%	No
ZNF479		11	9	0.9%	No
SPOCD1		10	9	0.9%	No
ZNF682		11	9	0.9%	No
L3MBTL4		9	9	0.9%	No
NLRP12		9	9	0.9%	No
ZNF804A		10	9	0.9%	No
OLFM2		10	9	0.9%	No
ZNF257		11	9	0.9%	No
XKR4		9	9	0.9%	No
LENG8		12	9	0.9%	No
OSBPL10		9	9	0.9%	No
ALPK2		10	9	0.9%	No
ZNF813		10	9	0.9%	No
MYOM3		11	9	0.9%	No
OR10Z1		9	9	0.9%	No
FAM83C		10	9	0.9%	No
KCNH8		10	9	0.9%	No
UNC5D		9	9	0.9%	No
UBQLNL		9	9	0.9%	No
MGAT5B		9	9	0.9%	No
WDR49		9	9	0.9%	No
KCNU1		10	9	0.9%	No
TTC16		10	9	0.9%	No
KANK4		9	9	0.9%	No
ZNF721		12	9	0.9%	No
ASXL1		10	9	0.9%	Yes
ZFC3H1		9	9	0.9%	No
OR10G8		10	9	0.9%	No
OR4D5		9	9	0.9%	No
MPEG1		9	9	0.9%	Yes
TDRD6		9	9	0.9%	No
GAS2L2		9	9	0.9%	No
UBN2		9	9	0.9%	No
BRWD3		9	9	0.9%	No
HSPA12A		10	9	0.9%	No
MRGPRX1		9	9	0.9%	No
CCDC141		9	9	0.9%	No
KIF4B		9	9	0.9%	No
ZNF680		10	9	0.9%	No
ABCB5		10	9	0.9%	No
NCKAP5		9	9	0.9%	No
ZNF429		13	9	0.9%	No
TMPRSS9		9	9	0.9%	No
ATP9B		9	9	0.9%	No
PNPLA7		9	9	0.9%	No
RTL1		9	9	0.9%	No
MYO18A		12	9	0.9%	Yes
DDI1		9	9	0.9%	No
TMEM200C		9	9	0.9%	No
PARP4		9	8	0.8%	No
ADRA2A		8	8	0.8%	No
AMPD2		9	8	0.8%	No
APBB2		8	8	0.8%	No
ARSF		8	8	0.8%	No
ATP1A2		8	8	0.8%	No
CFB		11	8	0.8%	No
ZFP36L2		8	8	0.8%	No
C1S		8	8	0.8%	No
CACNA1D		9	8	0.8%	Yes
CACNA1F		8	8	0.8%	No
CDH10		8	8	0.8%	No
CDH17		8	8	0.8%	No
CHAT		8	8	0.8%	No
CLTC		9	8	0.8%	Yes
COL1A2		10	8	0.8%	No
COL4A3		10	8	0.8%	No
COL4A4		8	8	0.8%	No
COL6A1		8	8	0.8%	No
COL9A1		8	8	0.8%	No
CP		8	8	0.8%	No
CR1		8	8	0.8%	No
CRMP1		8	8	0.8%	No
CSF3R		8	8	0.8%	Yes
CYP11B2		8	8	0.8%	No
DAPK1		8	8	0.8%	No
ACE		9	8	0.8%	No
DHX8		8	8	0.8%	No
SARDH		11	8	0.8%	No
DNMT3A		8	8	0.8%	Yes
DPP6		8	8	0.8%	No
DTNA		8	8	0.8%	No
DTX1		9	8	0.8%	Yes
ELN		8	8	0.8%	Yes
CTTN		9	8	0.8%	No
EPHA8		9	8	0.8%	No
EPHB2		8	8	0.8%	No
ERBB3		9	8	0.8%	Yes
ERCC2		8	8	0.8%	Yes
EYA2		8	8	0.8%	No
FOXG1		8	8	0.8%	No
FMO1		8	8	0.8%	No
FPR2		8	8	0.8%	No
GABRG1		8	8	0.8%	No
GAK		9	8	0.8%	No
GCK		8	8	0.8%	No
GOLGA3		8	8	0.8%	No
GOLGA4		8	8	0.8%	No
GRIA4		8	8	0.8%	No
GUCY2F		8	8	0.8%	No
GUCY2D		8	8	0.8%	No
HDLBP		11	8	0.8%	No
HIP1		8	8	0.8%	Yes
IL4R		8	8	0.8%	No
IL16		10	8	0.8%	No
ILF3		9	8	0.8%	No
ITGA9		8	8	0.8%	No
ITGB2		8	8	0.8%	No
KCNA4		8	8	0.8%	No
KCNN1		8	8	0.8%	No
KCNQ3		9	8	0.8%	No
KRT6B		8	8	0.8%	No
KRT31		8	8	0.8%	No
LOXL2		8	8	0.8%	No
LPO		8	8	0.8%	No
LRP5		9	8	0.8%	No
MAN2B1		9	8	0.8%	No
MAP1B		9	8	0.8%	No
MCM6		8	8	0.8%	No
MEFV		8	8	0.8%	No
MNDA		8	8	0.8%	No
MPP3		8	8	0.8%	No
ABCC1		8	8	0.8%	No
TRIM37		10	8	0.8%	No
NEK1		8	8	0.8%	No
NEO1		9	8	0.8%	No
NID1		8	8	0.8%	No
NOS1		9	8	0.8%	No
NOVA1		9	8	0.8%	No
DDR2		8	8	0.8%	Yes
NUP98		8	8	0.8%	Yes
OCRL		8	8	0.8%	No
PC		8	8	0.8%	Yes
PCDH7		9	8	0.8%	No
PDGFRA		8	8	0.8%	Yes
ATP8B1		8	8	0.8%	No
PIK3C2A		8	8	0.8%	No
PMS1		8	8	0.8%	Yes
POLG		8	8	0.8%	No
POLR2B		8	8	0.8%	No
POLRMT		8	8	0.8%	No
PKN2		9	8	0.8%	No
MASP1		8	8	0.8%	No
TMPRSS15		8	8	0.8%	No
PTPN13		9	8	0.8%	Yes
RGL2		8	8	0.8%	No
RGS12		8	8	0.8%	No
ATXN2		8	8	0.8%	Yes
SCN2A		9	8	0.8%	No
SCTR		8	8	0.8%	No
SIPA1		10	8	0.8%	No
SLC3A1		9	8	0.8%	No
SLC5A5		8	8	0.8%	No
SLC6A3		8	8	0.8%	No
SLC6A13		8	8	0.8%	No
SLC8A2		10	8	0.8%	No
SLC8A3		8	8	0.8%	No
SLC12A1		8	8	0.8%	No
SSRP1		9	8	0.8%	No
TBXA2R		8	8	0.8%	No
TFAP2C		8	8	0.8%	No
THBS1		8	8	0.8%	No
TLE3		8	8	0.8%	No
TMF1		8	8	0.8%	No
NSD2		13	8	0.8%	Yes
WRN		9	8	0.8%	Yes
ZBTB17		8	8	0.8%	No
MLLT10		8	8	0.8%	Yes
CUL5		8	8	0.8%	No
AKAP1		8	8	0.8%	No
SLC14A2		8	8	0.8%	No
CLTCL1		11	8	0.8%	Yes
PPFIBP2		10	8	0.8%	No
CHRD		8	8	0.8%	No
MBTPS1		8	8	0.8%	No
MPDZ		8	8	0.8%	No
RGS9		8	8	0.8%	No
SYNJ1		8	8	0.8%	No
BAIAP3		9	8	0.8%	No
MAP3K6		8	8	0.8%	Yes
MTMR4		9	8	0.8%	No
ARHGEF2		9	8	0.8%	No
ZMYM5		8	8	0.8%	No
MFHAS1		8	8	0.8%	No
SLIT2		9	8	0.8%	No
PLAA		9	8	0.8%	No
SLC4A8		8	8	0.8%	No
STXBP5L		8	8	0.8%	No
ZNF254		12	8	0.8%	No
NRG2		8	8	0.8%	No
CREB5		8	8	0.8%	No
NFE2L3		8	8	0.8%	No
KDM4A		8	8	0.8%	No
KIAA0100		10	8	0.8%	No
SEC14L5		8	8	0.8%	No
SECISBP2L		8	8	0.8%	No
SETD1A		8	8	0.8%	Yes
FARP2		8	8	0.8%	No
KIAA0319		9	8	0.8%	No
LRIG2		8	8	0.8%	No
DDX46		8	8	0.8%	No
WASHC5		9	8	0.8%	No
MVP		9	8	0.8%	No
NUP153		8	8	0.8%	No
NAALADL1		8	8	0.8%	No
CHAF1A		8	8	0.8%	No
MPHOSPH9		9	8	0.8%	No
PRG4		8	8	0.8%	No
STAG1		8	8	0.8%	Yes
LAMC3		9	8	0.8%	No
MERTK		10	8	0.8%	Yes
UNC13B		8	8	0.8%	No
NCOA2		8	8	0.8%	Yes
AP4B1		8	8	0.8%	No
POLQ		8	8	0.8%	Yes
KIF1C		9	8	0.8%	No
PDE10A		9	8	0.8%	No
PROKR1		8	8	0.8%	No
TCERG1		8	8	0.8%	No
AFG3L2		8	8	0.8%	No
LILRB5		8	8	0.8%	No
LILRA3		8	8	0.8%	No
TENT4A		8	8	0.8%	No
ADAMTS13		8	8	0.8%	No
CAPN11		9	8	0.8%	No
BAZ2A		9	8	0.8%	No
FILIP1L		8	8	0.8%	No
SYNRG		8	8	0.8%	No
SLCO2B1		8	8	0.8%	No
ADGRL1		8	8	0.8%	No
NLRP1		8	8	0.8%	No
SEC31A		9	8	0.8%	Yes
ZHX2		9	8	0.8%	No
ARHGEF15		8	8	0.8%	No
PAXIP1		9	8	0.8%	No
NT5C2		8	8	0.8%	Yes
ACIN1		10	8	0.8%	No
MAPKBP1		8	8	0.8%	No
DOP1A		12	8	0.8%	No
PDS5B		8	8	0.8%	Yes
FSTL4		8	8	0.8%	No
NFASC		8	8	0.8%	No
TOGARAM1		8	8	0.8%	No
TBC1D9		8	8	0.8%	No
MPRIP		9	8	0.8%	No
ZCCHC14		8	8	0.8%	No
PASK		8	8	0.8%	Yes
RFTN1		8	8	0.8%	No
CYFIP1		8	8	0.8%	No
ATP11B		9	8	0.8%	No
ACSBG1		8	8	0.8%	No
PLCL2		8	8	0.8%	No
VPS13A		10	8	0.8%	No
PHLPP1		9	8	0.8%	No
PDS5A		9	8	0.8%	No
ATP11A		10	8	0.8%	No
DNMBP		8	8	0.8%	No
CLEC16A		10	8	0.8%	No
EHBP1		9	8	0.8%	No
SIN3B		9	8	0.8%	No
SASH1		8	8	0.8%	No
CLASP1		8	8	0.8%	No
VPS8		8	8	0.8%	No
USP24		10	8	0.8%	No
ARHGEF12		8	8	0.8%	Yes
LARP1		9	8	0.8%	No
KCNH4		8	8	0.8%	No
NUP188		8	8	0.8%	No
SRRM2		8	8	0.8%	No
ZNF281		10	8	0.8%	No
PATZ1		8	8	0.8%	Yes
PLXNB2		10	8	0.8%	No
RAD54B		8	8	0.8%	No
WHRN		8	8	0.8%	No
POLR1A		8	8	0.8%	No
CNOT10		8	8	0.8%	No
C20ORF194		8	8	0.8%	No
LRIG1		9	8	0.8%	No
UPF2		9	8	0.8%	No
OSBPL3		8	8	0.8%	No
GIGYF2		8	8	0.8%	No
PCDHB5		8	8	0.8%	No
TIAM2		8	8	0.8%	No
TJP3		8	8	0.8%	No
MORC1		8	8	0.8%	No
TINAG		8	8	0.8%	No
SLCO3A1		9	8	0.8%	No
CDH19		9	8	0.8%	No
CARD10		8	8	0.8%	No
TRPM5		8	8	0.8%	No
PIK3R4		8	8	0.8%	No
ASAP1		8	8	0.8%	No
CRIM1		8	8	0.8%	No
GMIP		11	8	0.8%	No
KCNK9		8	8	0.8%	No
DACT1		8	8	0.8%	No
TRPV2		9	8	0.8%	No
REV1		10	8	0.8%	No
LSR		8	8	0.8%	No
RAPGEF6		8	8	0.8%	No
RIPK4		9	8	0.8%	No
TLR9		8	8	0.8%	No
SNTG2		8	8	0.8%	No
SSH1		8	8	0.8%	No
RBM27		10	8	0.8%	No
SMOX		8	8	0.8%	No
ADAMTSL4		8	8	0.8%	No
RC3H2		9	8	0.8%	No
LEPROT		8	8	0.8%	No
GATAD2A		8	8	0.8%	No
CNTLN		8	8	0.8%	No
MKS1		8	8	0.8%	No
C1ORF159		8	8	0.8%	No
PDPR		8	8	0.8%	No
SOBP		9	8	0.8%	No
PIWIL2		9	8	0.8%	No
LARP1B		8	8	0.8%	No
ARHGEF10L		8	8	0.8%	No
RIF1		8	8	0.8%	No
PBRM1		9	8	0.8%	Yes
TYW1		8	8	0.8%	No
VPS53		9	8	0.8%	No
DHTKD1		8	8	0.8%	No
MAML3		8	8	0.8%	No
CDC42BPG		9	8	0.8%	No
DEPDC1		9	8	0.8%	No
CACNA2D3		8	8	0.8%	No
PCDHGB2		9	8	0.8%	No
PCDHGB1		9	8	0.8%	No
PCDHB14		8	8	0.8%	No
PCDHB8		8	8	0.8%	No
PCDHB2		8	8	0.8%	No
KIAA1217		8	8	0.8%	No
RNF20		10	8	0.8%	No
FSTL5		8	8	0.8%	No
EMSY		8	8	0.8%	Yes
PRDM9		8	8	0.8%	No
VPS35L		8	8	0.8%	No
SLC17A6		8	8	0.8%	No
NUP107		9	8	0.8%	No
PHTF2		8	8	0.8%	No
SALL4		9	8	0.8%	Yes
ATP10D		8	8	0.8%	No
SLC45A4		8	8	0.8%	No
ADGRG6		8	8	0.8%	No
JPH3		8	8	0.8%	No
USP31		8	8	0.8%	No
HEG1		8	8	0.8%	No
KIDINS220		8	8	0.8%	No
NLGN4X		9	8	0.8%	No
HECW2		8	8	0.8%	No
RPTOR		8	8	0.8%	Yes
RTL9		8	8	0.8%	No
ZNF398		8	8	0.8%	No
LRRC7		9	8	0.8%	No
ARHGAP20		8	8	0.8%	No
CCDC191		8	8	0.8%	No
PREX1		8	8	0.8%	No
KIAA1522		11	8	0.8%	No
CACHD1		9	8	0.8%	No
PRX		9	8	0.8%	No
SCUBE2		8	8	0.8%	No
SCAF1		8	8	0.8%	No
HIVEP3		9	8	0.8%	No
BACH2		8	8	0.8%	Yes
KIF13A		9	8	0.8%	No
NEUROD6		8	8	0.8%	No
ANO3		8	8	0.8%	No
NOD2		9	8	0.8%	No
CDH22		8	8	0.8%	No
TEKT3		9	8	0.8%	No
VPS16		8	8	0.8%	No
CCDC136		8	8	0.8%	No
WNK1		9	8	0.8%	No
WNK2		9	8	0.8%	No
ATP13A3		9	8	0.8%	No
ZNF768		9	8	0.8%	No
ZBBX		9	8	0.8%	No
ZNF385D		8	8	0.8%	No
ZNF668		9	8	0.8%	No
MMRN2		8	8	0.8%	No
EHMT1		9	8	0.8%	No
ATP8B4		8	8	0.8%	No
SEMA6D		8	8	0.8%	No
MYO19		9	8	0.8%	No
SPG11		8	8	0.8%	No
IQCN		8	8	0.8%	No
ARHGAP39		10	8	0.8%	No
ASXL3		8	8	0.8%	No
PCDH11Y		8	8	0.8%	No
SYT16		8	8	0.8%	No
QRICH2		10	8	0.8%	No
USP44		8	8	0.8%	No
USP48		8	8	0.8%	No
MAML2		8	8	0.8%	Yes
KIRREL3		8	8	0.8%	No
SLITRK2		8	8	0.8%	No
SPPL2A		8	8	0.8%	No
ZSCAN10		8	8	0.8%	No
CGNL1		8	8	0.8%	No
LRRCC1		8	8	0.8%	No
TANC1		8	8	0.8%	No
ANKRD13A		8	8	0.8%	No
SIGLEC10		8	8	0.8%	No
NAV1		8	8	0.8%	No
TRIM15		8	8	0.8%	No
UNC5A		8	8	0.8%	No
ZNF502		8	8	0.8%	No
ADAMTSL1		8	8	0.8%	No
NLRP3		10	8	0.8%	No
FMNL2		8	8	0.8%	No
FCRL3		8	8	0.8%	No
UHRF2		8	8	0.8%	No
GRIN3A		8	8	0.8%	No
AGAP1		8	8	0.8%	No
MIA2		9	8	0.8%	No
DACH2		8	8	0.8%	No
ZC3H18		9	8	0.8%	No
SLC38A10		8	8	0.8%	No
SLC5A10		9	8	0.8%	No
PROKR2		8	8	0.8%	No
PLEKHH2		9	8	0.8%	No
UROC1		8	8	0.8%	No
NCOA7		8	8	0.8%	No
DCAF12L1		9	8	0.8%	No
MACROD2		8	8	0.8%	No
TTBK2		8	8	0.8%	No
TEKT5		8	8	0.8%	No
KIF18B		8	8	0.8%	No
ZNF578		11	8	0.8%	No
TMC4		8	8	0.8%	No
CILP2		8	8	0.8%	No
ZNF714		9	8	0.8%	No
EFHB		8	8	0.8%	No
ZNF827		8	8	0.8%	No
DAB2IP		8	8	0.8%	No
CEP120		8	8	0.8%	No
