Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
HECTD1		7	7	1.6%	No
TECPR1		7	7	1.6%	No
POLR1A		7	7	1.6%	No
HEATR5A		7	7	1.6%	No
C20ORF194		7	7	1.6%	No
UPF2		8	7	1.6%	No
LRP10		7	7	1.6%	No
SIPA1L1		7	7	1.6%	No
SETBP1		7	7	1.6%	Yes
INTS1		7	7	1.6%	No
GMIP		7	7	1.6%	No
TRPV2		8	7	1.6%	No
MYO3A		8	7	1.6%	No
CLIC6		7	7	1.6%	No
ANLN		7	7	1.6%	No
VPS13C		7	7	1.6%	No
CCDC40		7	7	1.6%	No
ATG2B		7	7	1.6%	No
ANO1		7	7	1.6%	No
SLC6A15		7	7	1.6%	No
UBA6		7	7	1.6%	No
VPS53		7	7	1.6%	No
CHD7		7	7	1.6%	No
SLF2		7	7	1.6%	No
C1ORF112		7	7	1.6%	No
FGD6		7	7	1.6%	No
KMT2E		7	7	1.6%	No
PCDHGA10		7	7	1.6%	No
PCDHB6		7	7	1.6%	No
PCDHA6		7	7	1.6%	No
KCNQ5		7	7	1.6%	No
ZC3HAV1		7	7	1.6%	No
NMUR2		7	7	1.6%	No
TRPC7		7	7	1.6%	No
RTN4		7	7	1.6%	No
ZNFX1		7	7	1.6%	No
RALGAPA2		9	7	1.6%	No
JPH3		7	7	1.6%	No
HEG1		7	7	1.6%	No
GPR158		7	7	1.6%	No
USP35		7	7	1.6%	No
HOMEZ		7	7	1.6%	No
RELCH		7	7	1.6%	No
FANCM		7	7	1.6%	No
ZFYVE28		7	7	1.6%	No
ZNF462		7	7	1.6%	No
SCAF1		7	7	1.6%	No
TSKS		7	7	1.6%	No
ARHGEF28		7	7	1.6%	Yes
SOX17		7	7	1.6%	Yes
NDST4		7	7	1.6%	No
SLC13A3		8	7	1.6%	No
NBEAL1		7	7	1.6%	No
STK33		7	7	1.6%	No
EHMT1		8	7	1.6%	No
JHY		7	7	1.6%	No
SPEF2		7	7	1.6%	No
PCNX2		7	7	1.6%	No
MYO19		8	7	1.6%	No
FLAD1		7	7	1.6%	No
IQCN		9	7	1.6%	No
ARHGAP39		9	7	1.6%	No
UNC93B1		9	7	1.6%	No
DOCK8		7	7	1.6%	No
ADAMTS10		7	7	1.6%	No
KRTAP4-6		7	7	1.6%	No
CTTNBP2		7	7	1.6%	No
KIRREL2		7	7	1.6%	No
C3ORF20		7	7	1.6%	No
QRFPR		7	7	1.6%	No
USP48		8	7	1.6%	No
FBN3		7	7	1.6%	No
KIF2B		7	7	1.6%	No
PRRC2B		8	7	1.6%	No
ADGRG7		7	7	1.6%	No
DISP1		7	7	1.6%	No
TUBGCP6		8	7	1.6%	No
UMODL1		7	7	1.6%	No
KCNH7		8	7	1.6%	No
PLXNA4		8	7	1.6%	No
DNER		7	7	1.6%	No
ADAMTSL1		7	7	1.6%	No
ABCC12		7	7	1.6%	No
KRT71		7	7	1.6%	No
FCRL3		7	7	1.6%	No
AGAP2		7	7	1.6%	No
CATSPER1		7	7	1.6%	No
CPXM2		7	7	1.6%	No
TMEM132D		7	7	1.6%	No
BTBD11		7	7	1.6%	No
ZC3H18		7	7	1.6%	No
AXDND1		7	7	1.6%	No
KCNH8		7	7	1.6%	No
COL6A6		8	7	1.6%	No
ADGRG4		7	7	1.6%	No
CFAP54		7	7	1.6%	No
TMC8		7	7	1.6%	No
TMC4		7	7	1.6%	No
ANKRD35		7	7	1.6%	No
CCDC80		7	7	1.6%	No
KIAA2026		7	7	1.6%	No
MDGA2		8	7	1.6%	No
XIRP1		7	7	1.6%	No
ZFC3H1		7	7	1.6%	No
SPAG17		8	7	1.6%	No
ANO5		7	7	1.6%	No
USF3		7	7	1.6%	No
UNC5B		7	7	1.6%	No
TWISTNB		7	7	1.6%	No
SDK1		7	7	1.6%	No
NKAPL		7	7	1.6%	No
ITPRID1		8	7	1.6%	No
EHBP1L1		7	7	1.6%	No
EML3		7	7	1.6%	No
KIF4B		7	7	1.6%	No
FAM83H		8	7	1.6%	No
SPATA31E1		7	7	1.6%	No
TMPRSS9		7	7	1.6%	No
PTPRQ		8	7	1.6%	No
MAST4		7	7	1.6%	No
KLHL30		7	7	1.6%	No
THEMIS		7	7	1.6%	No
INSC		7	7	1.6%	No
LRRC14B		7	7	1.6%	No
OR4D10		7	7	1.6%	No
GRID2IP		7	7	1.6%	No
NBPF10		9	7	1.6%	No
A2M		6	6	1.4%	No
ACHE		6	6	1.4%	No
ADARB2		6	6	1.4%	No
ADD2		6	6	1.4%	No
ACAN		6	6	1.4%	No
ABCD2		6	6	1.4%	No
ARSB		6	6	1.4%	No
ASTN1		6	6	1.4%	No
ATP12A		6	6	1.4%	No
ATR		6	6	1.4%	Yes
CFB		6	6	1.4%	No
CAD		6	6	1.4%	Yes
CAPN1		6	6	1.4%	No
RUNX1T1		6	6	1.4%	Yes
CDH9		6	6	1.4%	No
CDH12		6	6	1.4%	No
CDH18		6	6	1.4%	No
CHD3		6	6	1.4%	No
CHRNG		6	6	1.4%	No
CLCN7		6	6	1.4%	No
CLTC		6	6	1.4%	Yes
CNGA3		6	6	1.4%	No
COL4A3		8	6	1.4%	No
COL9A1		6	6	1.4%	No
COL9A2		6	6	1.4%	No
COL9A3		6	6	1.4%	No
CREBBP		7	6	1.4%	Yes
CRYBB1		6	6	1.4%	No
CYP11B2		6	6	1.4%	No
DBH		6	6	1.4%	No
DDB1		6	6	1.4%	No
SARDH		6	6	1.4%	No
DNM1		6	6	1.4%	No
DSCAM		6	6	1.4%	No
EEF2		6	6	1.4%	No
ERCC5		6	6	1.4%	Yes
PTK2B		6	6	1.4%	No
BPTF		6	6	1.4%	No
FBLN2		7	6	1.4%	No
FBN1		7	6	1.4%	No
FLT1		6	6	1.4%	Yes
FLT4		6	6	1.4%	Yes
FZD2		6	6	1.4%	No
GAS6		6	6	1.4%	No
GOLGA3		6	6	1.4%	No
GOLGB1		6	6	1.4%	No
GRIA1		6	6	1.4%	No
GRIA2		6	6	1.4%	No
MSH6		7	6	1.4%	Yes
GTF3C1		6	6	1.4%	No
HDAC2		6	6	1.4%	No
HIP1		6	6	1.4%	Yes
FOXA2		6	6	1.4%	No
PRMT1		6	6	1.4%	No
HTR5A		7	6	1.4%	No
TNC		7	6	1.4%	No
IGF1R		6	6	1.4%	Yes
IKBKB		6	6	1.4%	Yes
ILF3		6	6	1.4%	No
INPPL1		9	6	1.4%	Yes
ITGA4		6	6	1.4%	No
ITPKB		6	6	1.4%	No
JAG2		6	6	1.4%	No
KCNA4		7	6	1.4%	No
KCNB1		6	6	1.4%	No
KCNC2		6	6	1.4%	No
KCNN3		8	6	1.4%	No
LAMC1		7	6	1.4%	No
LIG4		6	6	1.4%	No
LMX1A		6	6	1.4%	No
LPA		6	6	1.4%	No
LTBP1		7	6	1.4%	No
LTBP3		6	6	1.4%	No
MAP1A		7	6	1.4%	No
MAP1B		6	6	1.4%	No
MATN2		6	6	1.4%	No
MCM5		6	6	1.4%	No
MEOX2		6	6	1.4%	No
MSH2		6	6	1.4%	Yes
MYH3		6	6	1.4%	No
MYH7		6	6	1.4%	No
MYH10		6	6	1.4%	No
MYLK		6	6	1.4%	No
MYO5A		6	6	1.4%	Yes
MYO5B		7	6	1.4%	No
NELL1		7	6	1.4%	No
TONSL		6	6	1.4%	No
NOS3		6	6	1.4%	No
NOVA1		6	6	1.4%	No
ROR2		6	6	1.4%	No
DDR2		6	6	1.4%	Yes
OGDH		7	6	1.4%	No
PAPPA		6	6	1.4%	No
PAX6		6	6	1.4%	No
PAX7		6	6	1.4%	Yes
PCDH9		6	6	1.4%	No
PCSK5		7	6	1.4%	No
PDE4C		6	6	1.4%	No
PEG3		9	6	1.4%	No
PIK3R2		6	6	1.4%	Yes
PLA2G4A		6	6	1.4%	No
PLCB2		6	6	1.4%	No
PLK1		6	6	1.4%	No
PPEF2		6	6	1.4%	No
PRKCQ		6	6	1.4%	No
MAPK4		6	6	1.4%	No
MAPK7		6	6	1.4%	No
PSMD11		6	6	1.4%	No
PTK7		6	6	1.4%	Yes
PTPRB		6	6	1.4%	Yes
PTPRJ		6	6	1.4%	No
RFC1		6	6	1.4%	No
RGS3		6	6	1.4%	No
SCN2A		6	6	1.4%	No
SCNN1G		6	6	1.4%	No
SFSWAP		7	6	1.4%	No
STIL		6	6	1.4%	Yes
SLC5A5		6	6	1.4%	No
SLC6A3		6	6	1.4%	No
SMARCA2		6	6	1.4%	Yes
SON		6	6	1.4%	No
SPTBN1		6	6	1.4%	No
SREBF2		6	6	1.4%	No
STAT5B		6	6	1.4%	Yes
SVIL		6	6	1.4%	No
CNTN2		6	6	1.4%	No
THBS4		7	6	1.4%	No
TLE1		6	6	1.4%	No
TLN1		6	6	1.4%	No
TMPRSS2		7	6	1.4%	Yes
TNFAIP3		6	6	1.4%	Yes
TP53BP2		6	6	1.4%	No
TPR		6	6	1.4%	Yes
TRPC6		6	6	1.4%	No
TTF1		6	6	1.4%	No
UBA7		6	6	1.4%	No
UMOD		6	6	1.4%	No
UTRN		6	6	1.4%	No
VTN		6	6	1.4%	No
WNT10B		6	6	1.4%	No
WRN		8	6	1.4%	Yes
ZNF208		7	6	1.4%	No
PRDM2		6	6	1.4%	No
MOGS		6	6	1.4%	No
NUP214		7	6	1.4%	Yes
RASAL1		7	6	1.4%	No
PPFIBP2		6	6	1.4%	No
CNTNAP1		6	6	1.4%	No
CHST1		6	6	1.4%	No
PIAS1		6	6	1.4%	No
MADD		6	6	1.4%	No
CADPS		7	6	1.4%	No
CDK13		6	6	1.4%	No
PDE8B		6	6	1.4%	No
UNC5C		6	6	1.4%	No
SLC4A4		6	6	1.4%	No
ADAM18		6	6	1.4%	No
KSR1		6	6	1.4%	No
PER2		6	6	1.4%	No
SYNJ1		6	6	1.4%	No
CACNA1G		6	6	1.4%	No
PKD2L1		6	6	1.4%	No
MAP3K13		6	6	1.4%	Yes
DLGAP1		6	6	1.4%	No
DLG5		6	6	1.4%	No
PIWIL1		6	6	1.4%	No
GPR37L1		6	6	1.4%	No
TRIP12		6	6	1.4%	No
PPIG		6	6	1.4%	No
CYP7B1		6	6	1.4%	No
SLC4A8		6	6	1.4%	No
GABBR2		6	6	1.4%	No
CREB5		6	6	1.4%	No
TOX		6	6	1.4%	No
MTSS1		6	6	1.4%	No
CUL7		6	6	1.4%	No
RB1CC1		6	6	1.4%	No
PPP1R26		6	6	1.4%	No
TECPR2		6	6	1.4%	No
MRC2		6	6	1.4%	No
ARHGAP25		6	6	1.4%	No
DLEC1		6	6	1.4%	No
DOP1B		6	6	1.4%	No
HDAC5		6	6	1.4%	No
ABCC9		6	6	1.4%	No
MUC12		6	6	1.4%	No
AKAP9		6	6	1.4%	No
PAK4		6	6	1.4%	No
TLR6		6	6	1.4%	No
TRDN		6	6	1.4%	No
LRRC41		6	6	1.4%	No
SEMA3C		6	6	1.4%	No
ARFGEF2		6	6	1.4%	No
PRPF8		8	6	1.4%	No
SH2B2		6	6	1.4%	No
IGF2BP1		6	6	1.4%	No
STAG3		6	6	1.4%	No
NES		6	6	1.4%	No
FTCD		6	6	1.4%	No
ADAMTS8		6	6	1.4%	No
BAZ2A		6	6	1.4%	No
CHEK2		6	6	1.4%	Yes
FILIP1L		6	6	1.4%	No
SEC31A		6	6	1.4%	Yes
ENPP4		7	6	1.4%	No
CD93		7	6	1.4%	No
TRIM32		6	6	1.4%	No
MAST1		6	6	1.4%	No
ACIN1		6	6	1.4%	No
PCNX1		6	6	1.4%	No
WDTC1		6	6	1.4%	No
MYT1L		6	6	1.4%	No
WAPL		7	6	1.4%	No
TNRC6B		6	6	1.4%	No
PLXND1		6	6	1.4%	No
EPB41L3		6	6	1.4%	No
CYFIP1		6	6	1.4%	No
FBXL7		6	6	1.4%	No
ATP11B		6	6	1.4%	No
ZC3H4		6	6	1.4%	No
RPRD2		6	6	1.4%	No
ADGRL2		6	6	1.4%	No
DNMBP		6	6	1.4%	No
TASOR		6	6	1.4%	No
CLEC16A		6	6	1.4%	No
FKBP15		6	6	1.4%	No
SIN3B		7	6	1.4%	No
CUX2		6	6	1.4%	No
WDR7		6	6	1.4%	No
SMCHD1		7	6	1.4%	No
ARHGEF12		6	6	1.4%	Yes
PPP1R13B		6	6	1.4%	No
GRIP1		6	6	1.4%	No
ZMYND8		7	6	1.4%	No
LRRC6		6	6	1.4%	No
NPAP1		6	6	1.4%	No
PRPF40B		6	6	1.4%	No
SLC39A6		6	6	1.4%	No
TRIM58		6	6	1.4%	No
NELFB		6	6	1.4%	No
GEMIN5		6	6	1.4%	No
SIN3A		6	6	1.4%	No
VIRMA		6	6	1.4%	No
MOXD1		6	6	1.4%	No
C2CD3		6	6	1.4%	No
SLITRK5		6	6	1.4%	No
AUTS2		6	6	1.4%	No
ERC2		6	6	1.4%	No
KIF26A		7	6	1.4%	No
MYEOV		6	6	1.4%	No
OPLAH		6	6	1.4%	No
SMC1B		6	6	1.4%	No
PALD1		7	6	1.4%	No
AHDC1		6	6	1.4%	No
TNRC6A		7	6	1.4%	No
HIPK2		6	6	1.4%	No
CTNNA3		6	6	1.4%	No
TRPM5		7	6	1.4%	No
NPC1L1		6	6	1.4%	No
PADI1		6	6	1.4%	No
A1CF		6	6	1.4%	No
ZBTB21		6	6	1.4%	No
NOX3		6	6	1.4%	No
ASAP1		6	6	1.4%	No
IMPG2		6	6	1.4%	No
IPO11		6	6	1.4%	No
ZMYND10		6	6	1.4%	No
SUCO		6	6	1.4%	No
ANKFY1		7	6	1.4%	No
KDM3B		6	6	1.4%	No
TLR9		6	6	1.4%	No
ATAD2B		6	6	1.4%	No
PLEKHA5		6	6	1.4%	No
ROBO4		6	6	1.4%	No
EPB41L4B		6	6	1.4%	No
CFAP46		6	6	1.4%	No
TRPM4		6	6	1.4%	No
GON4L		6	6	1.4%	No
NSUN2		6	6	1.4%	No
TASOR2		7	6	1.4%	No
PRPF38B		6	6	1.4%	No
VPS13D		6	6	1.4%	No
KIRREL1		6	6	1.4%	No
PPP6R3		6	6	1.4%	No
SOX6		6	6	1.4%	No
KIF21A		6	6	1.4%	No
ASAP3		6	6	1.4%	No
PRPF40A		7	6	1.4%	No
ARHGEF40		6	6	1.4%	No
OGDHL		7	6	1.4%	No
CDK5RAP2		6	6	1.4%	No
VPS11		6	6	1.4%	No
WWC3		6	6	1.4%	No
ERBIN		6	6	1.4%	No
PCDHGB2		6	6	1.4%	No
PCDHB8		6	6	1.4%	No
PCDHB7		6	6	1.4%	No
PCDHB2		6	6	1.4%	No
PCDHAC2		6	6	1.4%	No
PCDHA11		6	6	1.4%	No
PCDHA8		6	6	1.4%	No
PCDHA5		7	6	1.4%	No
PCDHA3		7	6	1.4%	No
TEX15		7	6	1.4%	No
GSDMC		6	6	1.4%	No
SUSD2		6	6	1.4%	No
KIAA1217		6	6	1.4%	No
FSTL5		7	6	1.4%	No
PRDM9		6	6	1.4%	No
PAK5		6	6	1.4%	Yes
CEMIP		6	6	1.4%	No
PPP4R3B		6	6	1.4%	No
MYORG		6	6	1.4%	No
STRIP2		6	6	1.4%	No
PLEKHG1		6	6	1.4%	No
ARHGAP31		6	6	1.4%	No
STARD9		6	6	1.4%	No
CGN		6	6	1.4%	No
DISP3		7	6	1.4%	No
CCDC191		6	6	1.4%	No
UNC79		6	6	1.4%	No
KCNT1		7	6	1.4%	No
ARHGAP21		6	6	1.4%	No
ZNF687		6	6	1.4%	No
DIP2B		6	6	1.4%	No
ISLR2		6	6	1.4%	No
SHROOM3		6	6	1.4%	No
DHX37		6	6	1.4%	No
CAMSAP3		6	6	1.4%	No
NCKAP5L		7	6	1.4%	No
CATSPERG		6	6	1.4%	No
HEATR6		7	6	1.4%	No
PRDM14		6	6	1.4%	Yes
ABCG4		6	6	1.4%	No
P3H1		6	6	1.4%	No
GALNT17		7	6	1.4%	No
GIGYF1		6	6	1.4%	No
FNDC3B		6	6	1.4%	No
LPIN3		6	6	1.4%	No
TMEM108		7	6	1.4%	No
TMEM43		6	6	1.4%	No
ZXDC		6	6	1.4%	No
PALB2		7	6	1.4%	Yes
CLMN		8	6	1.4%	No
TTC21B		6	6	1.4%	No
BAIAP2L2		6	6	1.4%	No
PDGFD		6	6	1.4%	No
ITIH5		6	6	1.4%	No
ZNF34		6	6	1.4%	No
KIF18A		6	6	1.4%	No
CCDC3		7	6	1.4%	No
MYCBPAP		6	6	1.4%	No
QRICH2		6	6	1.4%	No
ZRANB3		6	6	1.4%	No
USP44		6	6	1.4%	No
SLC49A3		6	6	1.4%	No
ADGRA1		6	6	1.4%	No
SLITRK2		6	6	1.4%	No
AGBL4		6	6	1.4%	No
MAEL		6	6	1.4%	No
UBASH3B		6	6	1.4%	No
CCDC183		6	6	1.4%	No
C1ORF94		6	6	1.4%	No
COL27A1		6	6	1.4%	No
ABCC11		6	6	1.4%	No
DOCK7		7	6	1.4%	No
DISP2		6	6	1.4%	No
NAV1		6	6	1.4%	No
ZNF479		6	6	1.4%	No
ANKRD30A		6	6	1.4%	No
BOC		6	6	1.4%	No
DUSP27		6	6	1.4%	No
TMEM129		6	6	1.4%	No
ZNF276		7	6	1.4%	No
ARHGAP18		6	6	1.4%	No
CADPS2		6	6	1.4%	No
ZNF257		7	6	1.4%	No
MBD6		7	6	1.4%	No
KLHL29		6	6	1.4%	No
OSBPL5		6	6	1.4%	No
OSBPL10		6	6	1.4%	No
ACAP3		7	6	1.4%	No
KRT74		6	6	1.4%	No
SEPTIN12		6	6	1.4%	No
TMEM132E		7	6	1.4%	No
TCHHL1		6	6	1.4%	No
OR10X1		6	6	1.4%	No
MTERF4		6	6	1.4%	No
OTOP1		6	6	1.4%	No
MAGEE2		7	6	1.4%	No
KRT72		6	6	1.4%	No
UBQLNL		6	6	1.4%	No
PLEKHA7		6	6	1.4%	No
LRFN5		6	6	1.4%	No
VWA3A		6	6	1.4%	No
CARMIL2		6	6	1.4%	No
KCTD19		6	6	1.4%	No
PRR35		6	6	1.4%	No
MGAT5B		6	6	1.4%	No
NLRP4		6	6	1.4%	No
CILP2		6	6	1.4%	No
ATP8B3		6	6	1.4%	No
DCST1		7	6	1.4%	No
BPIFB4		6	6	1.4%	No
PNPLA5		7	6	1.4%	No
KANSL1L		6	6	1.4%	No
JAKMIP1		7	6	1.4%	No
DAB2IP		6	6	1.4%	No
CEP120		6	6	1.4%	No
PLEKHG4B		6	6	1.4%	No
CAMSAP1		6	6	1.4%	No
SHOC1		6	6	1.4%	No
FAM47A		6	6	1.4%	No
EML5		6	6	1.4%	No
TRPV3		6	6	1.4%	No
HFM1		6	6	1.4%	No
PRICKLE2		7	6	1.4%	No
GLIS3		6	6	1.4%	No
ZNF675		7	6	1.4%	No
ARID2		7	6	1.4%	Yes
NLRC3		6	6	1.4%	No
NLRP7		6	6	1.4%	No
TET3		6	6	1.4%	Yes
CCDC171		6	6	1.4%	No
NLRP11		6	6	1.4%	No
TBC1D32		6	6	1.4%	No
TDRD6		6	6	1.4%	No
SP8		8	6	1.4%	No
VSTM2A		6	6	1.4%	No
UNC5CL		6	6	1.4%	No
RALGAPA1		8	6	1.4%	No
UBN2		6	6	1.4%	No
BRWD3		6	6	1.4%	No
WDR72		7	6	1.4%	No
MAGI3		8	6	1.4%	No
ADGRD1		6	6	1.4%	No
MYO1H		6	6	1.4%	No
NEK8		7	6	1.4%	No
NWD1		6	6	1.4%	No
SH3PXD2B		6	6	1.4%	No
BRINP3		6	6	1.4%	No
ESPNL		6	6	1.4%	No
OVCH1		7	6	1.4%	No
FMN1		7	6	1.4%	No
ATP13A5		6	6	1.4%	No
RSPH4A		11	6	1.4%	No
RGSL1		7	6	1.4%	No
MIA3		6	6	1.4%	No
TOPAZ1		6	6	1.4%	No
SPATC1		6	6	1.4%	No
C2ORF78		6	6	1.4%	No
OR5AK2		6	6	1.4%	No
EML6		6	6	1.4%	No
OR2T2		6	6	1.4%	No
ZYG11A		6	6	1.4%	No
TRIM67		6	6	1.4%	No
OR4Q3		6	6	1.4%	No
KPRP		6	6	1.4%	No
TRIM72		6	6	1.4%	No
TMEM200C		6	6	1.4%	No
PSAPL1		6	6	1.4%	No
ABCA3		5	5	1.1%	No
ABL1		5	5	1.1%	Yes
AOC1		5	5	1.1%	No
ABL2		5	5	1.1%	Yes
ACTN1		5	5	1.1%	No
ACTN2		5	5	1.1%	No
AEBP1		5	5	1.1%	No
ALK		6	5	1.1%	Yes
APCS		5	5	1.1%	No
ARNTL		5	5	1.1%	No
ATP2A3		6	5	1.1%	No
ATP2B3		6	5	1.1%	Yes
ATP4A		6	5	1.1%	No
BDH1		5	5	1.1%	No
BDKRB1		5	5	1.1%	No
BMPR1B		5	5	1.1%	No
BRAF		5	5	1.1%	Yes
MYRF		5	5	1.1%	No
DAGLA		5	5	1.1%	No
CACNA1F		5	5	1.1%	No
CACNA2D1		5	5	1.1%	No
CBLB		5	5	1.1%	Yes
CCIN		5	5	1.1%	No
CCND2		5	5	1.1%	Yes
CD1D		5	5	1.1%	No
CD74		5	5	1.1%	Yes
LRBA		6	5	1.1%	No
CDH4		5	5	1.1%	No
CDH13		5	5	1.1%	No
CEL		5	5	1.1%	No
CFTR		5	5	1.1%	No
LYST		5	5	1.1%	No
COL1A2		5	5	1.1%	No
COL17A1		5	5	1.1%	No
COPA		5	5	1.1%	No
CPD		5	5	1.1%	No
CPT1A		5	5	1.1%	No
CRMP1		5	5	1.1%	No
CRX		5	5	1.1%	No
CSF3R		5	5	1.1%	Yes
CTNND2		5	5	1.1%	No
CYP2D6		5	5	1.1%	No
CYP2E1		5	5	1.1%	No
DMXL1		6	5	1.1%	No
DNMT3A		5	5	1.1%	Yes
DNMT3B		5	5	1.1%	Yes
S1PR3		5	5	1.1%	No
EHHADH		5	5	1.1%	No
ELF2		6	5	1.1%	No
ELN		5	5	1.1%	Yes
EPHA1		5	5	1.1%	No
EPHA3		5	5	1.1%	Yes
ERBB2		5	5	1.1%	Yes
ERG		6	5	1.1%	Yes
ETV5		5	5	1.1%	Yes
EVPL		7	5	1.1%	No
EYA2		6	5	1.1%	No
F5		5	5	1.1%	No
FDXR		5	5	1.1%	No
FGA		5	5	1.1%	No
FGFR3		5	5	1.1%	Yes
FOXM1		5	5	1.1%	No
FPR2		5	5	1.1%	No
FSHR		5	5	1.1%	No
GABBR1		5	5	1.1%	No
GABRB1		5	5	1.1%	No
GABRB2		5	5	1.1%	No
B4GALNT1		5	5	1.1%	No
GFI1		5	5	1.1%	No
GGT5		5	5	1.1%	No
GJA8		5	5	1.1%	No
GP5		5	5	1.1%	No
GPR17		5	5	1.1%	No
GRK6		5	5	1.1%	No
GRID1		5	5	1.1%	No
GRID2		5	5	1.1%	No
GRM2		5	5	1.1%	No
GRM7		5	5	1.1%	No
BRF1		5	5	1.1%	No
GUCY1A2		5	5	1.1%	No
CFH		5	5	1.1%	No
HGF		5	5	1.1%	Yes
HIVEP1		5	5	1.1%	No
HOXB3		5	5	1.1%	No
HOXD13		5	5	1.1%	Yes
IGSF3		5	5	1.1%	No
ICAM4		5	5	1.1%	No
IDH2		5	5	1.1%	Yes
IL2RB		6	5	1.1%	No
CXCR1		5	5	1.1%	No
IL11		5	5	1.1%	No
IL16		5	5	1.1%	No
IRS1		5	5	1.1%	Yes
ITGA3		5	5	1.1%	No
ITGAV		6	5	1.1%	No
ITIH3		5	5	1.1%	No
JUP		5	5	1.1%	No
KCNA1		5	5	1.1%	No
KCNN1		5	5	1.1%	No
KCNQ3		6	5	1.1%	No
KDR		5	5	1.1%	Yes
KIFC3		6	5	1.1%	No
KIFC1		5	5	1.1%	No
KRT33A		5	5	1.1%	No
KRT85		5	5	1.1%	No
LAMB2		5	5	1.1%	No
LHCGR		5	5	1.1%	No
LIG1		5	5	1.1%	No
PRICKLE3		5	5	1.1%	No
VWA5A		5	5	1.1%	No
LRCH4		5	5	1.1%	No
LRP6		5	5	1.1%	No
LTBP2		5	5	1.1%	No
MCAM		5	5	1.1%	No
MAP3K4		5	5	1.1%	No
MGAT3		5	5	1.1%	No
CIITA		5	5	1.1%	Yes
AFF1		5	5	1.1%	Yes
NR3C2		5	5	1.1%	No
MN1		5	5	1.1%	Yes
ABCC1		5	5	1.1%	No
MSN		6	5	1.1%	Yes
MTR		5	5	1.1%	No
MUC5AC		5	5	1.1%	No
MYBL1		5	5	1.1%	No
MYH8		5	5	1.1%	No
MYH11		5	5	1.1%	Yes
MYT1		5	5	1.1%	No
NDN		5	5	1.1%	No
NEFH		5	5	1.1%	No
NEK1		5	5	1.1%	No
NEO1		5	5	1.1%	No
NKTR		5	5	1.1%	No
CNOT3		5	5	1.1%	Yes
NTRK3		5	5	1.1%	Yes
P4HA1		5	5	1.1%	No
PDE3A		5	5	1.1%	No
PDE6B		5	5	1.1%	No
PENK		5	5	1.1%	No
ABCB4		5	5	1.1%	No
PIK3C2A		5	5	1.1%	No
PIK3CD		6	5	1.1%	Yes
POLG		5	5	1.1%	No
POU2F1		7	5	1.1%	No
POU4F2		5	5	1.1%	No
PPP1R3A		5	5	1.1%	No
PPP2R5D		5	5	1.1%	No
NPY4R		5	5	1.1%	No
PSD		5	5	1.1%	No
PTGFRN		5	5	1.1%	No
PTPRG		5	5	1.1%	No
PTPRN		5	5	1.1%	No
PTPRO		5	5	1.1%	Yes
PZP		6	5	1.1%	No
RABGGTA		5	5	1.1%	No
RASA1		5	5	1.1%	Yes
REN		5	5	1.1%	No
RGS7		5	5	1.1%	No
RORB		5	5	1.1%	No
RRBP1		6	5	1.1%	No
CLIP1		6	5	1.1%	Yes
SALL1		5	5	1.1%	No
SBF1		5	5	1.1%	No
ATXN2		5	5	1.1%	Yes
SEC14L1		5	5	1.1%	No
SIM1		5	5	1.1%	No
SLC1A6		5	5	1.1%	No
SLC2A2		5	5	1.1%	No
SLC3A1		5	5	1.1%	No
SLC9A5		5	5	1.1%	No
SLC12A1		5	5	1.1%	No
SLC12A4		5	5	1.1%	No
SLC15A1		5	5	1.1%	No
SLCO2A1		5	5	1.1%	No
SMARCA1		5	5	1.1%	Yes
SOS1		5	5	1.1%	Yes
SOX11		5	5	1.1%	No
SSTR4		5	5	1.1%	No
ST5		6	5	1.1%	No
TBX5		5	5	1.1%	No
ZEB1		5	5	1.1%	No
TCOF1		5	5	1.1%	No
TJP1		5	5	1.1%	No
CLDN5		5	5	1.1%	No
TPO		7	5	1.1%	No
TRAF5		5	5	1.1%	Yes
TRPC4		5	5	1.1%	No
TUBA3C		5	5	1.1%	No
TYRP1		5	5	1.1%	No
VCP		5	5	1.1%	No
NSD2		6	5	1.1%	Yes
XDH		5	5	1.1%	No
XPO1		5	5	1.1%	Yes
ZFP37		5	5	1.1%	No
ZFX		5	5	1.1%	No
ZNF28		5	5	1.1%	No
ZNF91		6	5	1.1%	No
MKRN3		5	5	1.1%	No
ZNF143		5	5	1.1%	No
PCGF2		6	5	1.1%	No
ZNF184		5	5	1.1%	No
ZNF226		5	5	1.1%	No
BRD3		5	5	1.1%	Yes
COIL		5	5	1.1%	No
SLC14A2		5	5	1.1%	No
ELL		5	5	1.1%	Yes
AXIN1		5	5	1.1%	Yes
FZD8		5	5	1.1%	No
ULK1		5	5	1.1%	No
TEAD2		5	5	1.1%	No
PPFIA4		5	5	1.1%	No
ITGA10		5	5	1.1%	No
CASK		5	5	1.1%	No
SCARF1		5	5	1.1%	No
RGS20		6	5	1.1%	No
TP63		5	5	1.1%	Yes
CHRD		5	5	1.1%	No
ABCB11		5	5	1.1%	No
ALDH4A1		5	5	1.1%	No
EIF4G3		5	5	1.1%	No
S1PR4		5	5	1.1%	No
MBTPS1		5	5	1.1%	No
GBF1		5	5	1.1%	No
RIOK3		5	5	1.1%	No
RGS9		5	5	1.1%	No
PROM1		5	5	1.1%	No
PER3		5	5	1.1%	No
